year,pieces,descr,set
2009,1310.0,FIRST LEGO League Challenge 2009 - Smart Move,"Set: "
2003,2216.0,Lego Mosaic Tiger,"Set: "
2016,104.0,The Ghost,"Set: "
2009,150.0,Pirates Building Set,"Set: "
2011,56.0,"Truck<br>-LEGO Store Grand Opening Exclusive Set, Copenhagen (KÃ¸benhavn), Denmark",Sets:<br>-
1993,16.0,"Cannons<br>-Cross Axles & Extensions<br>-Plates, Gear Racks",Sets:<br>-
1977,163.0,Ladies' Hairdressers,"Set: "
1979,79.0,Garage<br>-Mobile Ground Tracking Station<br>-Mobile Ground Tracking Station,Sets:<br>-
1998,226.0,Family Yacht / Luxury Cruiser,"Set: "
2008,1019.0,Brick Street Customs,"Set: "
2010,1493.0,Rescue Service Set,"Set: "
1989,5.0,"Crane, Crane Hooks and Ladders","Set: "
2009,157.0,"WeDo Robotics Construction Set<br>-LEGO Store Grand Opening Exclusive Set, MyZeil, Frankfurt, Germany",Sets:<br>-
2000,124.0,The Boss,"Set: "
2014,473.0,Creative Ambush,"Set: "
2001,174.0,All Kinds of Animals / Lap Table,"Set: "
2016,292.0,Aaron Fox's Aero-Striker V2,"Set: "
2006,218.0,Community Workers,"Set: "
1997,113.0,Cyber Saucer,"Set: "
1994,61.0,Crocodile Cage,"Set: "
1993,4.0,Blacktron Super Vehicle (Value 3-Pack),"Set: "
1986,34.0,Town Mini-Figures<br>-Starfire I,Sets:<br>-
2014,108.0,SPLITTER Beast vs. FURNO & EVO,"Set: "
2011,11.0,Ninjago Promotional Giveaway<br>-Agent Mater<br>-Advent Calendar 2011 City (Day 16) Police Car Middle Section<br>-Hockey Player - Complete Set,Sets:<br>-
2006,49.0,Blossom Fairy,"Set: "
1984,895.0,Community Buildings,"Set: "
2010,296.0,Passenger Plane - ANA Version<br>-TIE Defender<br>-Hoth Wampa Cave,Sets:<br>-
1997,362.0,Robo Master,"Set: "
1979,55.0,Road Crane,"Set: "
1987,18.0,Weight Bricks<br>-TECHNIC Beams and Plates [Blue]<br>-Basic Bricks,Sets:<br>-
2009,57.0,Seattle Space Needle<br>-Tarix<br>-Celebrating Moments That CLICK Light Bulb,Sets:<br>-
2014,136.0,Black Champion Racer<br>-The Penguin Face Off,Sets:<br>-
2004,130.0,Special Elements For Mechanical Engineering Set,"Set: "
2009,19.0,Star Wars Magnet Set,"Set: "
1996,23.0,Droid Scout,"Set: "
2015,66.0,Rokit<br>-Meltus<br>-Gurggle<br>-Protector of Earth<br>-Pohatu - Master of Stone,Sets:<br>-
2005,286.0,Excavator,"Set: "
2013,1995.0,FIRST LEGO League Challenge 2013 - Nature's Fury,"Set: "
2013,264.0,Heartlake Pet Salon,"Set: "
1997,120.0,Amazon Crossing,"Set: "
2014,933.0,"Benny's Spaceship, Spaceship, SPACESHIP!","Set: "
2014,1016.0,Creative Suitcase,"Set: "
2013,585.0,Colby City Showdown,"Set: "
2004,108.0,Harry and the Marauder's Map,"Set: "
2004,805.0,Creator Set,"Set: "
2012,1619.0,Arkham Asylum Breakout,"Set: "
2013,61.0,LEGO Star Wars Jedi Starfighter and Kamino,"Set: "
1991,524.0,Custom Rally Van,"Set: "
1999,100.0,Aircraft and Boat,"Set: "
1966,21.0,"Slopes and Slopes Double 2 x 3 and 2 x 1, Red (The Building Toy)<br>-Slopes and Slopes Double 2 x 3 an 2 x 1, Blue (The Building Toy)",Sets:<br>-
2004,71.0,Designer Desk Set<br>-Starry Decoration Set,Sets:<br>-
2009,244.0,Shanghai Chase,"Set: "
1995,16.0,Santa Claus and Sleigh,"Set: "
2004,15.0,Advent Calendar 2004 Creator (Day 1) Elf Ornament<br>-Friendship Frame / Mirror,Sets:<br>-
1978,73.0,Shell Fuel Tanker,"Set: "
1980,55.0,X1 Patrol Craft,"Set: "
2002,270.0,Doors Windows and Roof Tiles,"Set: "
2006,427.0,Foundation Set - Red Bucket,"Set: "
2003,260.0,Surveillance Truck,"Set: "
2010,480.0,Basic Set Limited Edition,"Set: "
2016,93.0,TIE Advanced Prototype,"Set: "
1995,28.0,Cannons and Wheels<br>-Shark Scout,Sets:<br>-
2007,634.0,MT-101 Armored Drilling Unit,"Set: "
1998,172.0,Formula 1 Pit Stop<br>-Formula Z Car in Storage Case,Sets:<br>-
2014,328.0,Yellow Racers,"Set: "
2016,323.0,Iron Skull Sub Attack,"Set: "
2014,129.0,Highway Cruiser<br>-Ice Skating,Sets:<br>-
2015,37.0,Camping<br>-Smoothie Stand,Sets:<br>-
2008,209.0,The Bikini Bottom Express,"Set: "
2015,700.0,Swamp Police Station,"Set: "
1955,12.0,Mixed Plates Parts Pack,"Set: "
2000,92.0,Mickey's Car Garage,"Set: "
2014,350.0,Race Car Rally<br>-Auto Transporter<br>-The Flying Flusher,Sets:<br>-
2015,94.0,Lava Falls<br>-LEGO® DIMENSIONS™ Back to the Future™ Level Pack,Sets:<br>-
2014,1634.0,Remote-Controlled Volvo L350F Wheel Loader,"Set: "
2014,601.0,Marina Bay Sands,"Set: "
2013,719.0,Excavator,"Set: "
1972,250.0,Denken mit Lego (Thinking with Lego 250pcs),"Set: "
1982,8.0,Space Stands and Brackets<br>-Semaphores with Feet<br>-TECHNIC beams - yellow<br>-TECHNIC beams - blue<br>-TECHNIC beams - black<br>-TECHNIC Beams [Red],Sets:<br>-
1998,59.0,Treasure Transport,"Set: "
2014,15.0,Advent Calendar 2014 Star Wars (Day 12) - Luke&#039;s Landspeeder,"Set: "
2007,54.0,Crossbow Attack<br>-Ehlek,Sets:<br>-
1989,168.0,Knight's Challenge,"Set: "
2015,278.0,Pop Star Dressing Room<br>-LEGO® City Advent Calendar,Sets:<br>-
1997,73.0,Raindance Ridge,"Set: "
2008,893.0,Custom Car Garage,"Set: "
2002,568.0,Grand Championship Cup - U.S. Men's Team Cup Edition<br>-Grand Championship Cup,Sets:<br>-
2003,4.0,Jing Lee the Wanderer Chupa Chups Promotional<br>-Train Worker Chupa Chups Promotional<br>-Xtreme Stunts Pepper Roni Chupa Chups Promotional<br>-Xtreme Stunts Brickster Chupa Chups Promotional<br>-Xtreme Stunts Snap Lockitt Chupa Chups Promotional<br>-Kobe Bryant<br>-Pau Gasol<br>-Tony Parker<br>-Star Wars MINI Bonus Pack<br>-Power Chamber with Gahlok Tahnok Va Pahrak Va and Gahlok Va<br>-Rahkshi Kaita Za Pack (Includes Turahk Lerahk Kurahk and Tahnok Va)<br>-Jack Stone Transportation<br>-LEGO Town Kit<br>-Star Wars Miniatures Kit I<br>-Star Wars Miniatures Kit II<br>-Belville Kit<br>-Orient Expedition in Mount Everest Kit<br>-Orient Expedition in India Kit<br>-Orient Expedition in China Kit<br>-Star Wars Value Pack with Free LEGO Backpack (K-Mart Australia Exclusive)<br>-Orient Expedition Value Pack with LEGO Backpack (K-Mart Australia Exclusive),Sets:<br>-
2015,84.0,Shipwreck Defense<br>-LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack,Sets:<br>-
2009,27.0,Chinese Minifig Collection Volume 2,"Set: "
2008,1153.0,Mission 6: Mobile Command Center,"Set: "
1957,45.0,VW Garage,"Set: "
2008,30.0,Fire Helicopter<br>-Technic Angle Beams<br>-Technic Beams with Snaps<br>-Technic Crossblocks,Sets:<br>-
1996,37.0,Dance Studio<br>-Baja Buggy,Sets:<br>-
2010,884.0,Bricks,"Set: "
1989,40.0,Snowman<br>-Pirate Mini Figures,Sets:<br>-
2006,1449.0,Sentai Fortress,"Set: "
1995,63.0,Street Sweeper,"Set: "
1996,121.0,Light Aircraft and Ground Support<br>-Freestyle Garden Friends,Sets:<br>-
1985,377.0,Maersk Line Container Truck,"Set: "
1997,48.0,Outback Racer,"Set: "
2006,1092.0,LEGO Deluxe Starter Set,"Set: "
2008,553.0,Temple Escape,"Set: "
2002,184.0,Wheels (Tires hubs axle plates and bricks),"Set: "
1986,16.0,"Hinges and Tilted Bearings, Light Gray","Set: "
1994,452.0,Rebel Wrecker,"Set: "
2003,732.0,Renewable Energy Set II,"Set: "
1981,10.0,Gray Space Elements<br>-Windup Motor,Sets:<br>-
2012,900.0,Epic Dragon Battle,"Set: "
2012,10.0,"Advent Calendar 2012, Friends (Day 10) - Sled Trailer #1<br>-Advent Calendar 2012, City (Day 10) Wheel Dolly with Wheels<br>-Alien Villainess - Complete Set<br>-Advent Calendar 2012, Star Wars (Day 14) - General Grievous Weapon Depot",Sets:<br>-
2013,110.0,Decorating The Tree,"Set: "
2014,850.0,Super Secret Police Dropship,"Set: "
2003,416.0,Mission to Mars,"Set: "
2001,36.0,Gali - With mini CD-ROM<br>-Lewa,Sets:<br>-
2010,176.0,Freeco Speeder,"Set: "
1978,48.0,Police Boat,"Set: "
1995,565.0,Control Lab Building Set,"Set: "
1976,25.0,"Straight Track<br>-Curved Track<br>-Crossover, Straight Rails",Sets:<br>-
2002,11.0,Coca-Cola TV Camera<br>-Advent Calendar 2002 Creator (Day 14) Jet Ski<br>-Advent Calendar 2002 Creator (Day 18) Space Shuttle<br>-Advent Calendar 2002 Creator (Day 22) Helicopter<br>-Advent Calendar 2002 Creator (Day 23) Tree<br>-Advent Calendar 2002 Creator (Day  3) Fireplace<br>-Advent Calendar 2002 Creator (Day  8) Dog with hat,Sets:<br>-
2008,81.0,Rebel Scout Speeder<br>-Red Ace,Sets:<br>-
2010,221.0,Tank Truck,"Set: "
2010,90.0,Army Men on Patrol<br>-Strong,Sets:<br>-
2013,452.0,Coast Guard Patrol,"Set: "
1986,101.0,Snow Scooter,"Set: "
2003,293.0,Maximum Wheels,"Set: "
1969,98.0,Passenger Coach,"Set: "
2012,220.0,"MBA Level Three - Kit 8, The Forbidden Bridge<br>-LEGO Pink Brick Box<br>-Desert Skiff",Sets:<br>-
1973,234.0,Basic Set,"Set: "
2002,325.0,Santa Fe Cars - Set I (mail or baggage car),"Set: "
1995,430.0,Fire Engine / Fire Response Unit,"Set: "
1998,50.0,Field Accessories<br>-Race and Chase,Sets:<br>-
2004,200.0,Einfallsreiches Bauen [Imaginative Building]<br>-Special Edition<br>-Creator Box<br>-Blue Bucket,Sets:<br>-
1997,196.0,Shark Cage Cove,"Set: "
2012,69.0,Stephanie’s Pet Patrol<br>-Mini Fire Truck,Sets:<br>-
1982,70.0,TECHNIC Chainlinks,"Set: "
2006,287.0,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces,"Set: "
1986,46.0,Stock Car,"Set: "
2012,77.0,Emma’s Fashion Design Studio<br>-Endor Rebel Trooper & Imperial Trooper Battle Pack<br>-X-wing Starfighter & Yavin 4,Sets:<br>-
1988,11.0,Clive Crocodile on Skateboard<br>-Road Signs,Sets:<br>-
1995,34.0,Castle Accessories<br>-Moon Walker,Sets:<br>-
1968,191.0,Station,"Set: "
2004,132.0,Tundra Tracker<br>-Doc Ock's Cafe Attack,Sets:<br>-
1983,36.0,Minifig Pack,"Set: "
2013,145.0,Red Rotors,"Set: "
2014,118.0,Andrea's Mountain Hut,"Set: "
2001,633.0,Muaka and Kane-ra,"Set: "
2012,305.0,Star Wars Battle of Hoth,"Set: "
2013,103.0,Furno XL,"Set: "
1966,140.0,London Bus,"Set: "
2006,56.0,Auto Pod<br>-Gray Brick Separator with Black Frame Pieces,Sets:<br>-
2015,9.0,LEGO MIXEL COLLECTION 4<br>-Classic King<br>-Ninjago Kai<br>-Jay<br>-Zane foil pack<br>-Bulkar<br>-Ninjago Kai<br>-Zane foil pack,Sets:<br>-
2015,106.0,Red Go-Kart<br>-Senate Commando Troopers,Sets:<br>-
2003,195.0,Tuneable Racer,"Set: "
2002,224.0,3 v 3 Shootout,"Set: "
2012,51.0,MTT<br>-Heart 2012<br>-Duck with Ducklings<br>-Core Hunter<br>-Friends Picture Frame,Sets:<br>-
2010,79.0,Rebel Trooper Battle Pack,"Set: "
2003,115.0,Jungle Monster,"Set: "
2002,33.0,Christmas Tree<br>-Vanilla's Frosty Sleighride,Sets:<br>-
2011,384.0,Mack’s Team Truck,"Set: "
2014,200.0,V-Wing Starfighter,"Set: "
1987,39.0,Shell Tanker<br>-Duplo Supplementary Bricks<br>-Basic Building Set,Sets:<br>-
2007,1381.0,Motorized Bulldozer,"Set: "
2006,7.0,Advent Calendar 2006 City (Day 18) Speed Radar Gun<br>-Advent Calendar 2006 City (Day 22) Firefighter<br>-Connector Cables for Mindstorms NXT,Sets:<br>-
1990,96.0,Lunar MPV Vehicle,"Set: "
2004,82.0,Imperial Shuttle - Mini<br>-Red Maniac,Sets:<br>-
2001,360.0,Stormtrooper™,"Set: "
1995,259.0,Royal Drawbridge,"Set: "
1996,66.0,Carriage Ride,"Set: "
2005,1884.0,Mobile Crane,"Set: "
2015,23.0,The Phantom<br>-Party And Cake<br>-Sweet Garden And Kitchen<br>-X-Wing,Sets:<br>-
2013,319.0,Cargo Truck,"Set: "
2011,253.0,Brickmaster Star Wars,"Set: "
2009,231.0,Ramses Pyramid<br>-Hyena Droid Bomber,Sets:<br>-
2009,204.0,Gold Heist,"Set: "
2016,42.0,Millennium Falcon,"Set: "
2002,188.0,Alpha Team Command Sub,"Set: "
1981,31.0,Bonnie Bunny's Camper,"Set: "
2006,41.0,Fat Trax<br>-Reidak<br>-Vezok<br>-Zaktan<br>-Avak,Sets:<br>-
2006,720.0,Building Crane,"Set: "
2008,187.0,Chameleon Hunter,"Set: "
2012,31.0,Gandalf at Dol Guldur<br>-DUPLO Brick Box<br>-Booster Pack Kendo Jay,Sets:<br>-
1991,139.0,Aircraft<br>-Mountain Rambler,Sets:<br>-
1990,233.0,Stellar Recon Voyager,"Set: "
2001,44.0,Tina's House,"Set: "
2016,512.0,General Magmar's Siege Machine of Doom,"Set: "
2014,28.0,Stephanie's Bakery Stand<br>-Hero Factory Villain Promo<br>-Cookie Kitchen<br>-LEGO Friends Magazine Issue &#039;Jungle adventures&#039; Polybag,Sets:<br>-
2014,425.0,X-1 Ninja Charger,"Set: "
2015,261.0,Water Plane Chase,"Set: "
2016,272.0,The Precious Crystal Mine,"Set: "
2010,427.0,Hagrid's Hut (3rd edition),"Set: "
2005,3460.0,Death Star II,"Set: "
2007,39.0,Backhoe<br>-Thulox,Sets:<br>-
1998,105.0,Crystal Detector<br>-Crystal Detector,Sets:<br>-
2008,249.0,Hailfire Droid & Spider Droid<br>-Hailfire Droid &amp; Spider Droid Clone Wars White Box,Sets:<br>-
2002,75.0,Piston Rod (Pack of 75),"Set: "
1988,688.0,Black Monarch's Castle,"Set: "
2006,588.0,Mythical Creatures,"Set: "
2007,299.0,The Batcopter: The Chase for the Scarecrow,"Set: "
1980,7.0,Remote Controlled Point Motor,"Set: "
2009,311.0,4-Wheeling Pursuit,"Set: "
2014,16.0,Truck<br>-Knight Tournament<br>-Clubhouse Café<br>-Advent Calendar 2014 City (Day 6) Fruit Stall<br>-LEGO Collectable Minifigures Series 11 - Complete<br>-LEGO Minifigures - The LEGO Movie Series - Complete<br>-LEGO Minifigures - The Simpsons Series - Complete<br>-LEGO Minifigures Series 12 - Complete<br>-Advent Calendar 2014 Star Wars (Day 7) - Snowball Missle Launcher<br>-LEGO® Friends Notebook,Sets:<br>-
2001,26.0,Mosasaurus,"Set: "
2008,481.0,Rogue Shadow,"Set: "
1993,230.0,Universal Pneumatic Set,"Set: "
1995,142.0,Freestyle Brick Vac Bus,"Set: "
1993,584.0,Hospital,"Set: "
2013,267.0,FLL Trophy Medium,"Set: "
2016,27.0,Elephant,"Set: "
2006,127.0,Pirate Ship Diorama (LLCA Ambassador Pass Exclusive),"Set: "
1998,21.0,Fright Knights Flying Machine<br>-Adventurers Aeroplane<br>-Thunder Arrow Boat<br>-Adventurers Car,Sets:<br>-
2008,366.0,Cruncher Block & Racer X,"Set: "
2001,12.0,Ship,"Set: "
2002,22.0,Blue Power,"Set: "
2002,85.0,Air Chase,"Set: "
2007,1080.0,Hobby Train,"Set: "
1967,111.0,Antique Car,"Set: "
2004,425.0,Mobile Command Center,"Set: "
2012,1574.0,Kingdoms Joust,"Set: "
2015,282.0,Adventure Vehicles,"Set: "
2004,28.0,Racing Car<br>-Pteranodon,Sets:<br>-
2005,4.0,Rumble Racers<br>-Jayko Value Pack 8783 and 8772 with Sword and Helmet<br>-Vladek Value Pack<br>-City Fire Value Pack (7238 7239 7240 7241)<br>-City Construction Set Value Pack<br>-Trains Value Pack<br>-Toa Hordika Value Pack<br>-Advent Calendar 2005 City (Day 20) Skateboard & Helmet<br>-Advent Calendar 2005 Clikits  (Day 9) Hair Band<br>-Advent Calendar 2005 Clikits (Day 12) Gift Tag with Icons<br>-Advent Calendar 2005 Clikits (Day 16) Gift Tag with Icons<br>-Advent Calendar 2005 Clikits (Day 19) Necklace<br>-Advent Calendar 2005 Clikits (Day 22) Hair Band<br>-Advent Calendar 2005 Clikits (Day 23) Gift Tag with Icons<br>-Advent Calendar 2005 Clikits  (Day 3) Necklace<br>-Deluxe High Speed Train Collection,Sets:<br>-
2013,916.0,Town Square,"Set: "
1995,350.0,Electric Freestyle Set,"Set: "
1981,20.0,Fire Chief&#39;s Car,"Set: "
1996,62.0,Extra Bricks in Red<br>-Extra Bricks in White,Sets:<br>-
2003,229.0,Mini Robots<br>-TIE Bomber,Sets:<br>-
1958,8.0,8 Named Beams,"Set: "
2012,20.0,"Advent Calendar 2012, Friends (Day 7) - Friends Accessories<br>-Cinderella's Carriage<br>-Snappa<br>-Spitta<br>-NRG Jay",Sets:<br>-
2014,101.0,BREEZ Flea Machine<br>-Witch-King Battle,Sets:<br>-
2008,598.0,MT-61 Crystal Reaper<br>-Grand Prix Race,Sets:<br>-
1995,71.0,Freestyle Building Set,"Set: "
2001,326.0,The Race of the Year,"Set: "
2004,16.0,Advent Calendar 2004 Creator (Day  9) Skiing Elf<br>-Advent Calendar 2004 Creator (Day 22) Sailing Ship<br>-Advent Calendar 2004 Creator (Day  8) Van<br>-Flowered Hair Bands,Sets:<br>-
1999,390.0,Robotics Discovery Set,"Set: "
1989,24.0,"Basic Building Set Trial Size<br>-Weetabix Racer<br>-Lampholders, Plate with Holders",Sets:<br>-
2008,207.0,Robin's Scuba Jet: Attack of The Penguin,"Set: "
1975,368.0,Train Set with Signal,"Set: "
2014,46.0,Treasure Attack<br>-Mikey's Mini-Shellraiser<br>-Monthly Mini Model Build July 2014 - Surf Van<br>-Monthly Mini Model Build August 2014 - Monkey<br>-Ferrari 250 GTO<br>-Penguin&#039;s Playground<br>-Flurr,Sets:<br>-
2013,14.0,"Advent Calendar 2013, Friends (Day  7) - Stand #2<br>-Advent Calendar 2013, Star Wars (Day  4) - Zam Wesell's Speeder<br>-Advent Calendar 2013, Star Wars (Day  8) - Republic Gunship<br>-LEGO Store Grand Opening Exclusive Set, West County Center, Des Peres, MO",Sets:<br>-
2000,23.0,Blue Racer<br>-Johnny Thunder & Baby T<br>-Blue Racer<br>-Green Buggy<br>-Catapult<br>-Three Minifig Pack - Rock Raiders #2<br>-Johnny Thunder and Baby T<br>-Blue Racer<br>-Green Buggy,Sets:<br>-
2002,17.0,Nesquik Quicky Racer<br>-Brickster's Trike,Sets:<br>-
1995,108.0,Rocky Reef,"Set: "
1950,7.0,Individual 1 x 4 x 2 Window (without glass)<br>-Individual 1 x 2 x 3 Window (without glass)<br>-Individual 1 x 2 x 2 Window (without glass)<br>-Individual 1 x 2 x 4 Door (without glass),Sets:<br>-
2012,1907.0,Community Starter Set,"Set: "
2011,279.0,The Cannibal Escape,"Set: "
2010,49.0,Meltdown<br>-Blue Bullet,Sets:<br>-
1994,571.0,Monorail Transport Base,"Set: "
2012,35.0,Race Car<br>-Frodo with Cooking Corner<br>-Kendo Zane,Sets:<br>-
2009,42.0,Santa Claus<br>-Battle Pack Pirates,Sets:<br>-
2014,119.0,Sunset Speeder<br>-Lion Legend Beast,Sets:<br>-
2002,58.0,Hot Scorcher,"Set: "
1986,118.0,Hook and Ladder Truck,"Set: "
2012,1097.0,Malevolence,"Set: "
2000,9.0,Advent Calendar 2000 (Day 10) Plane<br>-Advent Calendar 2000 (Day 13) Boat<br>-Advent Calendar 2000 (Day 20) Jet<br>-Advent Calendar 2000 (Day 21) Parrot<br>-Glider,Sets:<br>-
1991,24.0,Desert Island,"Set: "
2011,70.0,Golden Staff Guardians,"Set: "
1976,80.0,Bus Stop,"Set: "
1991,1078.0,Launch & Load Seaport,"Set: "
2000,106.0,Create 'n' Race - Master Builders,"Set: "
2002,8.0,Coca-Cola Drink Stand<br>-Advent Calendar 2002 Creator (Day 10) Dinosaur<br>-Advent Calendar 2002 Creator (Day 24) Present<br>-Red Rover Tires and Hubs (4 tires 4 hubs)<br>-Large Lawn Tire & Hub (4 tires 4 hubs)<br>-Small Lawn Tire & Hub (4 tires 4 hubs)<br>-Tire Pack (Set of 8)<br>-Bohrok Swarm Kit,Sets:<br>-
1977,608.0,Auto Chassis,"Set: "
2013,166.0,Fierce Flyer<br>-Superman: Black Zero Escape,Sets:<br>-
1987,32.0,"Differential and Bevel Gears<br>-Pulleys, Tires, and Steering Wheels<br>-Shell Station<br>-Connecting Rods and Stop Bushes",Sets:<br>-
2011,95.0,LEGO Pudsey Bear<br>-Heroic Heroes of the Deep<br>-Easter Bunny with Eggs<br>-Police Dog Unit<br>-Storming Enforcer<br>-Vicious Viper,Sets:<br>-
2004,46.0,Toa Nokama<br>-Toa Matau<br>-Rascus (European version without Cards)<br>-Santis (European version without Cards),Sets:<br>-
1983,44.0,Construction Truck,"Set: "
2016,505.0,Heroes of Justice: Sky High Battle,"Set: "
1958,22.0,"2 x 2 Sloping Roof Bricks, Red<br>-2 x 2 Sloping Roof Bricks, Blue",Sets:<br>-
1997,760.0,Big Foot 4x4,"Set: "
1990,172.0,Rally 6-wheeler,"Set: "
2001,403.0,Tarakava,"Set: "
1995,74.0,Skeleton Surprise,"Set: "
2004,119.0,Street Hockey<br>-Sea Plane,Sets:<br>-
1979,56.0,Police Helicopter,"Set: "
2008,275.0,Race for the Stolen Treasure,"Set: "
2008,86.0,Dwarves' Mine Defender,"Set: "
1961,16.0,1 x 6 x 2 Triple-Pane Window in Frame<br>-1 x 6 x 2 Double-Pane Window in Frame w/Shutters,Sets:<br>-
1994,201.0,Starter Set with Building Plates,"Set: "
1985,578.0,Basic Building Set,"Set: "
2000,392.0,Turbo Racer,"Set: "
1998,155.0,Challenger Set 200,"Set: "
1984,25.0,Knights,"Set: "
2011,22.0,Krazi<br>-Zane DX<br>-Trolley,Sets:<br>-
2011,85.0,Duplo Creative Building Kit<br>-Clone Trooper Battle Pack,Sets:<br>-
2014,438.0,Droid Gunship,"Set: "
1971,91.0,Low-Loader with Excavator,"Set: "
1964,7.0,Large Wheels with Axles (System),"Set: "
2016,692.0,Airport Passenger Terminal,"Set: "
2008,67.0,"Toa Pohatu<br>-LEGO Store Grand Opening Exclusive Set, Chandler Fashion Center, Chandler, AZ",Sets:<br>-
2001,13.0,Sea Helicopter<br>-Color Light<br>-Tree 2<br>-Plesiosaur,Sets:<br>-
1987,54.0,TECHNIC Bulldozer Chainlinks,"Set: "
2011,797.0,Scorpion Pyramid,"Set: "
1995,82.0,Wheels and Axles Mini Set,"Set: "
1972,146.0,Complete Train Set Without Motor,"Set: "
1992,31.0,Turbo Force,"Set: "
2010,45.0,Piranha<br>-Duplo Basic Bricks<br>-Xplode,Sets:<br>-
2012,65.0,Mickey Mouse and Friends<br>-Mini Sopwith Camel<br>-AT-ST & Endor,Sets:<br>-
2010,56.0,LEGO Universe Rocket<br>-Snake Canyon,Sets:<br>-
2014,34.0,Gorzan&#039;s Walker <br>-Christmas Cat Ornament,Sets:<br>-
2000,66.0,The Good Fairy's House,"Set: "
2013,217.0,Swarm Interceptor<br>-Dol Guldur Ambush,Sets:<br>-
2006,79.0,Fun Flamingo Frames ''n'' More,"Set: "
2007,689.0,Ferrari 1:17 F430 Challenge,"Set: "
1966,50.0,50 lettered bricks (The Building Toy)<br>-50 numbered bricks (The Building Toy),Sets:<br>-
1985,110.0,Sonic Robot,"Set: "
2014,333.0,Thunder Raider,"Set: "
2010,7.0,Advent Calendar 2010 City (Day 22) Toy Helicopter<br>-Advent Calendar 2010 City (Day 8) Dog with Bowl and Sausage<br>-Advent Calendar 2010 Kingdoms (Day 20) - Catapult<br>-Advent Calendar 2010 Kingdoms (Day  6) - Armor Rack with Plate Armor and Helmet<br>-Advent Calendar 2010 Kingdoms (Day  8) - Throne<br>-Nurse - Complete Set<br>-Cowboy - Complete Set<br>-Cheerleader - Complete Set<br>-Magician - Complete Set<br>-Vampire - Complete Set<br>-Traffic Cop - Complete Set<br>-Explorer - Complete Set<br>-Mime - Complete Set<br>-LEGO World Denmark Puzzle Promo 2010,Sets:<br>-
1970,120.0,Gear Set with Motor,"Set: "
1980,519.0,Electric Goods Train,"Set: "
1999,4.0,Silver Wheels<br>-Prince Justin<br>-Pneumatic Circuit<br>-Kabaya Extreme Team 4-Pack<br>-Insectoids 4-Pack<br>-Kabaya Ninja 4-Pack<br>-Kabaya Space Port 4-Pack<br>-Kabaya Technic Vehicle 4-Pack,Sets:<br>-
2009,428.0,Basic Red Bucket,"Set: "
1999,308.0,Air Enforcer / Supercopter,"Set: "
1976,68.0,Level Crossing,"Set: "
2004,34.0,Dinosaur,"Set: "
2015,247.0,The Hulk Buster Smash,"Set: "
1980,427.0,"Diesel Freight Train Set, battery","Set: "
1973,24.0,Universal Motor Set,"Set: "
1987,634.0,Big Rig Truck Stop,"Set: "
2000,316.0,Highway Construction,"Set: "
